date,region,AQI,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,precipitation,hospital_visits,emergency_visits,mobility_index,school_closures,public_transport_usage,mask_usage_rate,lockdown_status,industrial_activity,vehicle_count,construction_activity,respiratory_admissions,population_density,green_cover_percentage
2020-01-11,South,47.85287136147159,50.638193924588485,73.43908773731845,36.71853077942635,26.332292746540706,1.6014235395554715,1.0,22.617818135501192,16.328381598852935,3.3166284412264857,2.7089522357585305,14,5,90.82048339656129,0,72.57784619774345,55.811182762646,1,82.52736503551267,7996.773396096028,56.786459241816495,8,3706.128432731111,37.57766856809421
2020-01-12,South,42.35063559259177,44.333375806286845,54.58702523268957,36.409152834115105,19.45621223509339,1.4147379431027653,1.0,23.486803270006757,10.0,0.7422523071955844,4.189684476411472,21,6,75.7204479338333,0,68.56666097944421,95.74614987377812,0,116.1107740411496,7129.607704987012,40.774873711094074,7,4488.537165736734,43.61459133139111
2020-01-13,East,52.110558462995456,66.19809209268365,86.31538806937138,56.5266776950632,32.443747677470235,2.1894250126951573,1.0,22.936671731958096,34.934913759271794,1.4898159717264992,3.6459458932558295,19,6,85.45738480107646,0,127.08013627256206,87.1028061578529,1,152.41299810251462,9623.36504446601,78.77755805065905,11,2153.051153484429,31.911687580306097
2020-01-14,North,79.2419707080788,81.3817236209041,104.47465667889598,65.093952392599,39.98298896186877,2.4672418877727154,1.0,19.14154867091064,29.25718153184191,4.859887506984084,3.486727571696565,17,4,72.0805094415738,0,116.01757191233992,56.54820500563252,0,173.45298085413103,11333.414621014665,96.52450746884003,13,6117.650425144956,13.459109610367761
2020-01-15,Central,65.36069968131291,67.40252802675613,91.94898941193364,53.264752739545905,35.22343469904269,2.143160675447315,1.0,20.871249878613646,22.25940364647516,7.558245382436782,1.3185380175666428,32,9,76.64047568946596,0,107.20532531560629,53.96719718939291,0,182.70476034184838,9622.858776082336,68.6998054938423,11,4457.96796679297,26.36211471580593
2020-01-16,Central,57.13418835619305,57.42212261135028,77.7331478987594,48.041243991621414,29.700619618254244,1.9937145270140637,1.0,22.058427160143253,29.20933454900234,14.89879606777191,9.133102521709498,21,6,86.09460953481647,0,87.25354227689375,82.14603362563416,0,147.10463232481683,8912.081298928104,59.923560611719786,10,2010.720455493888,43.45956185541498
2020-01-17,Central,40.07707270437991,43.106252352247495,53.476153611471474,37.051864263160454,20.392999695500947,1.4182364568646353,1.0,22.666702757500797,10.0,6.531652376918988,0.2975660641771505,24,0,80.58715311714279,0,71.53067974551773,67.07513597553086,0,79.72871884736315,6273.7695179368475,54.21622341855967,7,3173.7701474367427,34.04934522564175
2020-01-18,South,62.19804384913106,69.123352197513,100.22875708096547,56.97755462700819,36.10743154276602,2.3105162988805943,1.0,21.665141011006984,28.341948183220953,7.869691357370652,4.400021278757512,24,2,65.83265787166,0,130.48232915390017,65.95242768237277,1,218.6989223801911,10301.035770871347,92.23317951775014,12,3972.553495422174,36.656293268615386
2020-01-19,North,48.643319616284444,56.63535090392182,73.51455729535215,47.12894092163836,26.058543275041174,1.797319914606977,1.0,23.553815244695247,15.22417033652244,10.42735870782121,9.803214925030868,18,5,84.16382434486229,0,91.6965511884427,91.9995530565143,0,102.786274712052,7360.132076727297,84.4975734774323,9,862.0976567973883,27.453441437872094
2020-01-20,West,63.03776391983199,59.85022226704124,71.82108694798072,49.669601681739124,29.139271195060566,1.9438867956392984,1.0,20.969279713609183,22.011664261617494,2.711009556716944,6.597239388241021,26,1,76.81499554278712,0,98.83284146664337,67.25715997423441,0,148.266432153278,9024.971153253699,76.65726622353128,10,613.4247223111796,33.80060192200935
2020-01-21,South,64.65623719093533,71.44541290936422,91.09843280212357,59.80833100071428,36.61782017630081,2.411731008254483,1.0,20.54866991889107,26.12226299893028,13.992405023433836,3.5541066373308325,20,5,72.03041442804431,0,133.2840232905205,81.60910110134267,0,142.2144645030562,9034.79544955173,71.9091829902395,12,9925.614033707849,23.304742304834754
2020-01-22,West,33.34020694825494,27.957211366788176,46.00494345530884,21.58382458917335,15.277937276751729,0.9990299607150087,1.0,25.477333783072012,10.0,7.935519087641013,1.460975844531699,20,3,69.05097714250519,0,53.30502434772144,76.85372557607495,1,80.41316467704455,4449.671590342095,55.397835383250225,5,9284.358467514772,45.19925297281832
2020-01-23,West,54.47885396943009,63.66762401602209,81.60771313231525,49.706566739742826,33.197407959837875,2.0371750801214787,1.0,21.773567497884244,12.841678549526783,4.143845184026529,9.63872605645761,15,5,78.06764378390086,0,108.19566056311811,63.148369129505554,0,137.17782599579158,8527.626195794468,80.54987147979415,10,5972.241750224741,31.18501466383738
2020-01-24,West,28.07038355572402,29.536411553793595,36.951216275851,26.227171032022753,15.658273224953144,1.0533411465093758,1.0,23.163167774422437,17.93219603373153,14.026634795082607,0.1398636187314972,14,7,82.54966045933762,0,57.15257386845135,66.58200356165922,1,91.38549630658738,4890.077263306421,14.947288783315507,5,2523.2615183486355,43.32380838479324
2020-01-25,Central,54.54353581260605,58.71501653351068,79.31836137106008,47.32717982429604,31.72671832214074,2.0229494949637012,1.0,22.321731228855942,18.739173464845244,9.381759278384251,6.813875706131435,20,7,77.69063983575042,0,71.2375959584324,97.15964449523544,0,149.65227227386583,9523.817438552573,59.69709987731446,10,2400.88663851328,29.344926152640376
2020-01-26,North,50.55528797764038,52.94359934853531,72.05294669120669,45.99727173450369,25.3930722349153,1.8430196794485287,1.0,20.202734661368567,28.007900897013705,7.2553459687381565,8.801374714453273,20,6,83.06207430416634,1,89.23331194379051,66.56864365999658,0,162.01215558013658,8635.622880123967,58.08441579095062,9,4461.195346907288,18.04216509422678
2020-01-27,East,52.05724110204639,55.59692755666005,74.94293344112066,45.178024507358046,27.787735935045408,1.782482876203808,1.0,20.311255333740554,24.55062721334544,8.702338649411612,0.251604898862422,15,6,77.3818679500024,1,79.21925531118647,89.20017154894705,0,126.40572165192151,7926.776559354681,71.38098192161456,9,3922.940625183188,31.208412703884452
2020-01-28,South,75.37072303740942,73.09633219309224,90.56694642056485,58.712488772335384,34.91552798009841,2.5411558705633577,1.0,21.777507965247537,22.898626039400593,11.2245332835784,7.251748640905012,19,1,85.91233193865534,1,111.70683105843138,93.06377450504216,0,147.90911287708164,10232.427994018295,60.20545035582096,12,7356.9937153524415,22.022508513839895
2020-01-29,Central,90.66544114626785,85.23819783478797,108.63620344531817,71.7093461729826,42.59317989494484,2.739059045175256,1.0,21.022819210494095,26.457428333706588,2.3180700553943003,9.98837761254735,14,7,78.52983573082801,0,154.74586107325294,53.55189978883199,0,214.75032106053732,12192.70384156669,96.80887583913565,14,4130.382314288893,23.676168510661796
2020-01-30,South,76.55178030558791,79.29246300902365,105.09182301945356,60.595486462042885,40.03277189717226,2.573612211104534,1.0,21.440270431409196,34.24208208025591,12.97245646054838,6.396424685733494,8,6,63.64431866931124,0,126.25194454677408,83.15527501068436,0,189.9488503908161,11843.8053415907,98.81048855455472,13,9558.202383768292,17.952839810108955
2020-01-31,South,64.32535604074742,72.42494280261138,87.6006616780182,55.693361497487416,33.07480326600221,2.245067929137345,1.0,22.311332373047296,32.515099671205874,14.392602154473192,4.146789478433988,24,5,68.00652895444733,0,128.92568195806007,87.46302803472618,0,128.6148023724509,9077.067762479404,48.65887584490886,11,2603.809155706691,35.18872848377058
2020-02-01,Central,69.60016973658227,76.78075495084616,106.28743673054684,68.23887031614659,42.61098858221219,2.6376360652430497,1.0,22.020760512560447,24.56699222646341,8.504994776251117,8.744007193562819,11,3,74.74111490191217,0,115.92311579729144,71.7010842093472,1,173.89239447828578,12396.774744732018,98.46758419288363,13,363.7771776622709,11.79897816298758
2020-02-02,South,55.29552804806029,64.4632718127854,83.08197041056161,57.879886278201326,35.14196965366268,2.2243694509571177,1.0,21.193142888308074,29.690824789121066,10.234062701963971,5.541792464226283,19,6,92.60214550929344,1,99.16329219722633,78.46625381812714,0,150.25735109047022,9734.684984101334,85.66943451891875,11,6072.726469979071,38.8747876740447
2020-02-03,East,35.85473164849581,27.558681815256367,41.428514705085284,25.779613441077046,16.765867999243646,1.0337659328996553,1.0,21.53855856327444,15.150092820929249,12.897502212693611,7.494408467899401,23,3,70.44648861773598,0,57.6235066095197,58.09029277177012,0,106.10766780801467,4750.086836221467,26.533474634517177,5,9880.54194036864,51.749269542107385
2020-02-04,South,46.78542560523632,55.847938267726484,76.3663344775099,44.39663844773831,28.14642928855502,1.695822142269698,1.0,20.749918110104687,24.012736490765825,5.622159471247508,5.877789918185049,30,3,83.93057018414106,0,86.58628480241491,65.92486303703484,0,149.14891599139958,7209.286943131579,51.467127316709025,9,8529.0038306124,46.03306252828146
2020-02-05,East,63.28294254978641,69.38691687816268,89.94727418859713,53.72839488690474,35.64504122659507,2.279464934726892,1.0,20.91082300509303,22.50572963806284,14.892476923235977,0.3829109248794926,19,7,84.0670635464827,0,113.0732733660105,85.38334819692206,0,158.0452967441453,9437.008987120826,68.37706444175474,11,151.61273381443152,23.642850062608417
2020-02-06,West,81.885563411524,83.65815762703538,112.55644695904637,69.39414841218871,39.84454605379618,2.7898054520566693,1.0,23.20711191796864,24.637910342145172,10.207520539603465,2.1314498820534755,21,4,67.83101067209783,0,138.8769317363025,80.12856166338389,0,219.41739459744477,11647.16042717181,71.27902115751269,14,5794.529950649569,21.390987943285374
2020-02-07,South,44.08645923736816,57.47953056911241,79.61646558973612,51.087614495835815,32.055424676985865,2.0622947091135426,1.0,23.864549483392295,14.728127051743451,6.359980475369731,0.787635739867496,16,3,77.30187094912256,0,98.57423762033993,56.81928718128874,0,109.21080240279909,9510.594746900577,66.73810105879299,10,4592.543512546248,24.51258153400591
2020-02-08,South,78.43293115604324,87.52655635292628,116.66059538891399,73.38551238908117,43.513133532000715,2.8983236710516023,1.0,19.43583669350476,23.478668053234205,10.160069625024407,1.0668776238322295,21,5,81.54604117561627,0,146.95763931267925,99.40243490474488,0,213.70187777703998,13419.89763006249,107.19596255752968,15,7706.823523686286,22.804726283006104
2020-02-09,North,17.50515129547693,25.951778363474105,31.712005630240846,21.51484763610076,11.153491321399905,0.8128284251740596,1.0,22.18062655207118,17.554444402757213,7.825200487701546,0.1540549358807197,20,5,77.20443356959014,0,41.794933604077364,96.88945616996722,0,68.01990758016726,3885.652476718118,15.806632027068893,4,2601.936501277475,43.74819601976017
2020-02-10,South,46.32828899642566,50.229762513610325,69.03882341152162,44.266321036006644,24.8420886660925,1.5718248860427577,1.0,22.04626537597722,16.054723868834778,1.6746235730754775,4.2116497901415295,22,4,85.66879890481418,0,86.41638287527903,61.205864212732976,0,123.30752612790936,7231.706841165038,65.72049582558428,8,2513.0643089832497,31.36130702517104
2020-02-11,West,65.57761198872655,67.62946280491559,87.5238859735995,54.87623352974521,34.84983024826609,2.2286060075790655,1.0,22.005580315050256,16.276121950029445,11.937979571539778,1.786516317541651,14,6,85.28795403817274,1,126.14422150972476,93.75602816445948,0,154.21287708192784,10134.23752695618,78.02567180655363,11,3235.4064798571635,25.305617693445704
2020-02-12,South,78.13475048963275,76.00347087813391,100.44078404260635,62.31121039343339,37.26963505247706,2.6158535226234423,1.0,19.747698990604007,31.012137130284977,8.465633703793982,8.556965204939717,22,3,82.11714781586795,0,127.97487464657182,63.35846513685067,0,194.23383735738,11531.279069795737,93.6001774815345,13,2537.0098191282395,20.753012009154254
2020-02-13,Central,59.632222574316415,66.69648396920016,86.03101164493846,52.31051050736718,32.231182683483404,2.218302389874959,1.0,20.94640622812109,19.605638991007822,11.93768336810833,7.500375375406604,24,3,89.17670459867439,0,106.06361704364124,78.18695651876058,0,171.76217009424036,9798.227205263047,72.98003337115684,11,317.1840943494011,25.902406533866866
2020-02-14,West,56.38337078244323,60.350057427422186,80.80340118910372,51.55313110342315,30.146298108751967,1.9470529155884255,1.0,20.86255471926664,16.74512247150701,2.323679105511987,5.73176994815496,18,8,79.96297035364455,1,94.77538443540868,89.10255017051776,0,149.81286679663026,8954.133790595379,77.43043948022392,10,6319.089954231221,37.28554009198448
2020-02-15,Central,45.59240567382248,48.656065790187036,62.50594401127661,39.88050764207911,23.72045099295643,1.5971515439590696,1.0,24.45656910726156,26.34005018294431,8.075357352011634,4.8902134535039545,25,3,81.13320407481794,0,94.69783855032499,67.20401005096664,1,137.22007913846946,7402.815827463614,68.90560685855885,8,6166.252475198317,44.6021562900903
2020-02-16,East,38.551127031390145,44.61428633384457,57.941213132252564,36.753661792128106,22.28104809185278,1.390991647603533,1.0,22.556660087968282,10.0,11.499364083193694,2.558686405759758,27,8,82.82648032081222,0,76.90324897113818,77.75736967291107,0,111.37404219775286,6516.0592106090135,44.92481357528989,7,8532.662145270846,34.64901918988469
2020-02-17,West,60.771322780178956,60.670786646324046,82.09137504299612,48.9327315016813,35.15389142397678,2.0247655020853714,1.0,20.225428852866642,21.175236914848334,14.824568513861974,4.749514658749855,30,4,69.01696826866362,1,81.0096657356183,72.51768040687912,0,160.2248094085936,10405.718442003672,77.61031770894957,10,7007.694129095163,32.94952815773847
2020-02-18,North,45.05719535534086,44.036740689215684,59.55593272161859,36.661247095079666,21.62898106278882,1.4494648497716736,1.0,22.372551569533634,11.045399622381963,13.26595914577888,6.412292758644108,28,7,85.80189894362893,0,50.56879297203618,88.00993082807193,0,139.27109576460168,7140.801063689803,56.7202745782807,7,6444.596284207065,35.37286430110039
2020-02-19,North,51.918166898985234,66.20273720846667,93.69423788906013,54.683401653100546,31.897205342756525,2.207523796100431,1.0,20.75175526837734,18.247478525027898,12.96524440590959,7.822288601927755,13,3,73.86721319948828,0,101.69942120501915,73.933785268948,0,181.55012665930133,9010.620607055182,81.17870609841526,11,2397.7258726680348,14.592092319927971
2020-02-20,West,62.4460900796317,60.86735819606995,83.98343489748945,48.5349918893521,28.055237504041507,1.9361913855805701,1.0,21.963627089494672,12.680725876070323,3.71190207219597,0.816820662595934,25,3,77.86966302716284,0,102.30145444054375,78.34555989242904,0,184.81916892761944,8928.447261036372,86.77054194106512,10,7427.292802136223,33.65726032312285
2020-02-21,North,58.11209216853089,61.89386467751562,76.26304374340816,49.19800304239523,29.512119129621592,2.005378940478338,1.0,21.893924877706844,20.29791766379016,12.569769025635711,7.0846468874555,19,3,85.46817361295551,1,99.6652986078131,92.27788489681434,0,136.5617126755964,8797.052079867251,62.73510327299355,10,8568.245369895772,34.800722922130234
2020-02-22,East,55.98219300093119,55.628532540433,76.3858622136949,47.605891289153526,28.589625170956815,2.130553811420463,1.0,20.597472457626182,15.630495013402506,2.539219163144446,7.427298767612854,20,7,84.4678969035774,0,105.1477855184368,84.93227688180454,0,118.15172254308902,9640.065240405,65.78451684963049,10,4494.681735088107,32.59426567137541
2020-02-23,South,58.41918724316526,53.040986350928094,71.6969140941607,48.97871911716322,27.701324687963133,1.8823002663493893,1.0,22.96978834850691,20.956889545616715,2.971614968226503,5.589722009248565,22,7,65.7896707985856,0,88.2455655781672,76.37516376976507,0,132.19438418578187,7942.126018699392,55.230406236374975,9,5451.000216466824,32.68823099751989
2020-02-24,East,53.724114210083044,64.5888820371216,86.19529857104234,54.807236372883025,33.67803245367634,2.051280021862115,1.0,22.467639118259786,21.764965486632292,1.6517511561520803,2.1431919570320126,13,3,65.88087699041817,1,123.97418771378943,73.06457979622009,0,160.48807276645238,10132.144438723333,84.25021644741041,11,7864.932571472138,22.08688953115923
2020-02-25,South,26.647704279324902,34.083366455269974,43.44669309215623,31.289028177364393,17.305247693212564,1.2031671576847425,1.0,23.678214024771393,10.43687329195028,12.863947960706808,5.39184587501175,26,0,70.03883128933903,0,67.72111378774017,56.33828260008841,0,119.18828304778711,4231.4691848599405,39.27513735250472,6,4709.650464037653,42.227095244931306
2020-02-26,Central,73.97385575367791,77.17457324631995,102.23323282330803,63.926261734258404,41.97743252067568,2.646605976262767,1.0,21.07655359753039,21.657277546564696,1.62381744676978,5.027048818153103,18,3,82.01211591011717,0,130.77576607115685,52.818324151771535,1,172.3991113468632,10943.19959430336,84.04250861053147,13,6698.489211937494,4.37162396679971
2020-02-27,South,52.996863632650886,70.48482393370318,86.10194826552384,52.89614435604035,31.89682902114016,2.1908836493716013,1.0,23.31008891133474,29.153529809220444,2.0716721961751503,4.757100963867962,25,5,93.06567234074149,0,121.45339430534105,97.6387713281804,0,163.42242079080117,10946.14658955123,93.6314762674454,11,2226.761638051593,23.633203880231093
2020-02-28,North,55.0029790682145,57.40250665292027,77.31260904095518,49.53223897816413,29.82085339815274,1.9769954539928059,1.0,21.268941069620325,23.67840201853958,3.6883072512357873,4.606399154671841,14,2,75.18357035788982,0,83.5109377568478,59.3263281273269,0,158.10358732085774,9025.122199104124,88.09505814060753,10,5884.102483188646,23.753404884202837
2020-02-29,East,57.65379022168602,56.90483506377444,70.73684205537998,47.202385066758396,27.958743998834727,1.7866517892458256,1.0,22.464246886072193,14.593287230837097,8.589936136809616,1.1082556629151974,17,7,70.58471549430115,0,89.14925287334776,63.84358537386089,0,137.00205007968717,7600.769988265491,59.713070937384195,9,468.059496632217,33.29488334763218
2020-03-01,East,53.36959869618075,48.95139068515259,76.71380340127332,43.95853641720343,28.338082340654744,1.8276094742717326,1.0,21.446310739889093,11.203974774806586,13.202702779506046,1.828924848573648,18,6,70.62977199888297,0,91.37512306127985,80.54742683733757,0,131.56940705522607,8221.435435611269,49.325919299603925,9,2168.820461343673,24.905350163769633
2020-03-02,Central,75.283981243331,76.99534491004268,104.79695216499695,63.25893605454117,40.9163647823148,2.54257650128125,1.0,23.219069926527293,16.560054072865903,6.273422328833521,0.9733208845134234,23,5,84.37152466128215,0,136.0203649995251,91.39628591086723,0,202.1713690641269,11173.470523273743,109.63517450348952,13,9216.642286437522,22.642183571308678
2020-03-03,North,48.46004111758819,48.48825919531502,73.88723630422187,40.310928488738284,24.64274471848986,1.6594344325804686,1.0,21.742476973515053,21.68676696904843,8.194289237876777,2.424778276679844,21,4,90.75180203690462,0,62.8483399717138,91.65709837559612,0,141.5819526182395,7058.313229052158,60.70730537746453,8,5992.655091737074,41.1537895898345
2020-03-04,Central,85.96833356695217,91.75866699407783,120.6820327440786,75.99804520143549,46.576369051182,2.9972003504150964,1.0,19.16310505604687,34.54586467515471,2.4973409993587947,2.63476782730673,18,9,90.17753502962346,0,147.39593093125518,91.48237088021564,1,255.71490942445325,12773.691030377993,109.20722375612924,15,4609.532451255103,7.757241434449952
2020-03-05,West,62.535131380791356,68.13367973937856,86.839736904251,58.28569633770637,32.002337741958094,2.1532487862944225,1.0,21.26145216599827,27.23285148100705,3.9891878384668735,2.4507586149304537,28,6,73.25070476114239,0,114.00460796351075,98.90440037987916,0,165.6561441491217,9505.639391103285,78.05001009595573,11,5267.526416978479,27.45830837184574
2020-03-06,Central,54.44209322662534,56.38004170559977,72.01653153061946,45.70750095674499,28.377122940525574,1.8562175080699348,1.0,22.26998101183209,17.398558757970314,2.008886437286624,2.1092906818560344,23,4,64.82583885439018,0,94.77162126397336,52.78515233731619,0,118.68308492810871,7891.8316552706865,54.996822712990905,9,100.2905646824336,31.037882427797147
2020-03-07,East,61.99245433183752,70.95382478325469,97.02596791377417,61.28798535706247,37.3570937252346,2.322743454744418,1.0,20.53479670066315,28.03006013024663,6.148782673006346,7.35422045484789,23,5,80.83743613723306,0,131.861298414542,69.99240991179991,0,210.6906818818673,11360.349657168355,79.86714544061303,12,4650.03440308577,16.14493815341534
2020-03-08,North,82.97076992805228,76.6129446220063,105.74101582868425,66.43855047384065,41.269330012130304,2.572239495149921,1.0,19.828571741259083,31.135970316154165,8.855034880172886,8.185653995981179,16,10,94.81833578489064,0,137.61505332406745,95.67938729512248,0,173.4473310652902,11932.02300384158,97.77720042437805,13,1525.4265935757896,19.888132053626855
2020-03-09,North,22.572222471524327,26.573927643771462,40.30684530343609,17.69396923613474,9.497346011657186,0.7714162467357418,1.0,23.277073432156584,10.0,4.260292950501812,3.2710921657256984,16,4,84.3188549592684,0,39.391539506279585,73.36689088001452,0,95.81157686230266,3919.2620179710466,23.524396394658357,4,8595.516836961626,49.19398999788149
2020-03-10,East,70.75911169550338,71.42608702535516,92.61871814008973,58.07333585906091,34.6392253265984,2.5071970969118067,1.0,20.802358819020675,22.20925942203194,12.68993783362189,3.0512889168444888,20,3,66.42381631245465,0,126.74973748948754,93.56483117116348,0,206.8827072983746,10787.11267431801,88.32983528251552,12,4193.889797240216,28.283170435999708
2020-03-11,North,40.0682882704877,38.172941029986234,59.43618423271094,32.8322074207887,22.234711454050952,1.365748961568028,1.0,21.243058125833706,10.0,14.718575265099515,8.44032349752508,21,7,79.32800224837705,0,67.98636364445368,50.88282253351981,0,134.7879758285774,6711.424549184792,49.1336557715683,7,2396.8879341035345,30.506553209213145
2020-03-12,South,62.18830067605476,68.60013835798956,96.83100239045649,57.33570848861671,32.0229532801779,2.2922517389749952,1.0,20.63884301435322,26.130744412647566,1.802322784718715,6.23923901665791,25,10,69.90342106163749,0,121.46773952762852,75.21839093345258,0,193.7078171194617,10363.24036532838,73.43113018998508,12,5167.30820987986,26.733811168484912
2020-03-13,South,55.99284815166674,51.24164314199517,65.71560902971753,46.590919749740806,27.738009260682524,1.770909244236043,1.0,23.1002591327205,20.796069168565765,0.2679008402298621,2.934383247890575,19,5,83.29895433211566,0,97.94802350147363,96.1226107958793,0,92.7501991972437,7733.647027509164,79.21130642806152,9,3720.607617689051,33.40880385163641
2020-03-14,South,41.84476729862267,37.49148223216129,51.082795128379054,30.58010018332751,19.58970663739705,1.222777517370239,1.0,21.93335809809241,10.0,11.846653610921758,7.136122925865822,21,3,79.57040363895838,0,59.54699206811957,63.064144288762265,0,69.21758337848911,5603.79553572844,47.94032927561954,6,4654.4393664578565,39.7047386970153
2020-03-15,North,51.87054459360773,60.4272772082117,85.07049424321562,50.1589921261829,29.13543712867434,2.03920422732918,1.0,22.123721289839512,18.55629182718748,2.859640167050173,3.445928102331673,18,3,77.27324917050102,0,103.61989679531837,96.48291549207836,0,156.13776441386116,8860.426304986411,73.30647675899667,10,7284.934911642049,27.73771838270072
2020-03-16,East,67.99503204384185,74.07145606220331,92.57129438489028,54.81456696919546,35.35471499983213,2.513826984672139,1.0,21.36671699139722,22.913525005734453,5.2971988899128855,5.865556143421731,24,5,73.69250483013278,1,129.61308769317012,50.42386436045753,0,166.48706002898135,10793.077075818584,89.55021220809395,12,5141.366923042097,15.890403378163832
2020-03-17,South,70.9355987716381,70.71824206099039,95.96426452843211,64.11095371723724,34.38879397914015,2.4703448785492945,1.0,21.293119572576376,27.956205329326483,5.913468274137155,9.926340299878015,17,8,84.26001753101845,0,127.12164860739053,53.946376892759176,0,173.69440243324226,10717.932361042702,66.07108291311667,12,9158.044084180803,24.55855300353928
2020-03-18,North,16.405427152331903,30.475619073230142,33.098582951969185,23.211455991692887,14.217679320402896,1.0093961296957576,1.0,22.531132132344126,10.0,13.748990833514169,3.0159437521603327,19,5,91.939915301356,0,62.33471855881369,73.84123112580413,1,87.2561636165185,5126.725207280739,30.06820397946384,5,2642.574981242529,33.98892332300516
2020-03-19,South,76.45814242278468,91.87677118190201,114.96477416126265,79.10362551187791,44.261147247057366,2.955429226621261,1.0,18.751147092343764,24.473732588439113,9.88257323649243,9.305260007083332,31,3,96.18211484785232,0,173.28448297952912,55.31898042231818,0,221.60051429942726,14152.776466339436,89.72699459573158,15,3328.0395410115257,16.990054153661596
2020-03-20,North,77.33841029395445,83.07196038083929,116.19211831046901,67.10151703869737,40.97573808830172,2.8812013715673683,1.0,20.775578557887318,22.571273594357685,0.6091423545433611,3.2065241428469813,20,4,84.13369681231435,0,147.02927773356944,61.279865777459406,1,185.61958791351321,12286.917119718126,99.24686219791317,14,7797.7031875931025,15.03390692288022
2020-03-21,South,91.69736437912695,103.37032571267224,134.13433397597026,83.37519768288692,49.89348273332325,3.381571822483689,1.0,18.168737889887517,33.25734042667694,0.2221536107123189,5.402867043748234,19,4,92.7060554836499,1,165.38707448595244,64.87625106892611,1,272.7131742627713,14420.065326554633,122.25912204433732,17,7855.541361194522,10.47019252663646
